course_id,title,corpus_section,knowledge_area,concept_count,concept_names,content_preview,estimated_read_time
1b8a4860-156f-4d06-8393-85c4088db2d9,Techniques,3.2.6,ba-planning,13,"Brainstorming for Stakeholder Identification, Business Rules Analysis for Stakeholder Identification, Conducting Stakeholder Interviews, Creating Stakeholder Maps or Personas, Document Analysis for Stakeholder Engagement, Facilitating Workshops for Stakeholder Engagement, Lessons Learned in Stakeholder Engagement, Mind Mapping for Stakeholder Relationships, Organizational Modeling for Stakeholder Needs, Process Modeling for Stakeholder Categorization, Risk Analysis in Stakeholder Engagement, Scope Modeling for Stakeholder Interaction, Using Surveys for Stakeholder Characteristics",- **Brainstorming** : used to produce the stakeholder list and identify stakeholder roles and respon...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Stakeholders,3.2.7,ba-planning,6,"Customer Identification, End User Definition, Project Manager Stakeholder Role, Regulator Involvement, Sponsor Stakeholder Request, Supplier as External Stakeholder","- **Customers** : a source of external stakeholders.

- **Domain Subject Matter Expert** : may help ...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Outputs,3.2.8,ba-planning,3,"Communication Approach Planning, Roles and Responsibilities Documentation, Stakeholder Characteristics Analysis","- **Stakeholder Engagement Approach** : contains a list of the stakeholders, their characteristics w...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Purpose,3.3.1,ba-planning,5,"Approval Workflow for Requirements, Change Control Procedures, Prioritization Techniques for Requirements, Requirements Decision-Making Process, Review Process for Requirements",The purpose of Plan Business Analysis Governance is to define how decisions are made about requireme...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Description,3.3.2,ba-planning,7,"Approval and Prioritization Procedures, Authority in Change Discussions, Change Approval Authority, Change Documentation and Communication, Change Proposal Process, Change Request Analysis Responsibility, Governance Process Identification",Business analysts ensure that a governance process is in place and clarify any ambiguities within it...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Inputs,3.3.3,ba-planning,3,"Governance Approach Update, Input/Output Diagram Interpretation, Legal and Regulatory Information Consideration",- **Business Analysis Approach** : incorporating the overall business analysis approach into the gov...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Elements - Part 1,3.3.4,ba-planning,8,"Approval Process Planning, Change Communication Strategies, Change Control Process Elements, Change Prioritization, Change Request Components, Decision-Making Roles, Impact Analysis Responsibility, Prioritization Criteria","## **.1 Decision Making**

Decisions are made throughout the initiative. A stakeholder may serve in ...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Elements - Part 2,3.3.4,ba-planning,8,"Approval Process Planning, Change Communication Strategies, Change Control Process Elements, Change Prioritization, Change Request Components, Decision-Making Roles, Impact Analysis Responsibility, Prioritization Criteria", by other stakeholders so decision makers can make a choice that will best serve the needs of the in...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Elements - Part 3,3.3.4,ba-planning,8,"Approval Process Planning, Change Communication Strategies, Change Control Process Elements, Change Prioritization, Change Request Components, Decision-Making Roles, Impact Analysis Responsibility, Prioritization Criteria"," the change and associated risks of foregoing or delaying an approval.

The business analyst must de...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Guidelines and Tools,3.3.5,ba-planning,2,"Business Analysis Performance Assessment, Current State Description Importance",- **Business Analysis Performance Assessment** : provides results of previous assessments that shoul...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Techniques,3.3.6,ba-planning,9,"Document Analysis for Governance Processes, Interviews for Decision-Making Identification, Item Tracking in Governance Planning, Lessons Learned in Governance, Organizational Modelling for Governance, Process Modelling for Governance, Reviews of Governance Plans, Surveys for Decision-Making Insights, Workshops for Collaborative Decision-Making",- **Brainstorming** : used to generate an initial list of potential stakeholder names who may need a...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Stakeholders,3.3.7,ba-planning,3,"Project Manager Collaboration, Regulator Influence on Governance, Sponsor Requirements for Information Management",- **Domain Subject Matter Expert** : may be a possible source of a requested change or may be identi...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Outputs,3.3.8,ba-planning,4,"Approval Process for Changes, Change Management Process Definition, Prioritization of Business Analysis Work, Stakeholder Responsibility Identification",- **Governance Approach** : identifies the stakeholders who will have the responsibility and authori...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Purpose,3.4.1,ba-planning,4,"Access Management for Business Analysis Information, Approach Development for Information Management, Business Analysis Information Management Planning, Information Storage Strategies",The purpose of Plan Business Analysis Information Management is to develop an approach for how busin...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Description,3.4.2,ba-planning,9,"Accessibility of Business Analysis Information, Business Analysis Information Types, Cross-Initiative Information Usage, Detail Level for Information Capture, Functional Organization of Information, Information Access and Storage Guidelines, Information Characteristics Maintenance, Information Organization Principles, Information Relationships Identification","Business analysis information is comprised of all the information business analysts elicit, create, ...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Inputs,3.4.3,ba-planning,3,"Governance Approach Definition, Information Management Planning, Stakeholder Engagement Identification",- **Business Analysis Approach** : incorporating the overall business analysis approach into the inf...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Elements - Part 1,3.4.4,ba-planning,9,"Business Analysis Information Organization, Business Analysis Information Storage and Access, Identifying Requirement Risks, Level of Abstraction in Business Analysis, Requirement Status Identification, Requirements Attributes Definition, Requirements Reuse Planning, Traceability Approach Planning, Understanding Requirement Complexity","## **.1 Organization of Business Analysis Information**

Business analysts are responsible for organ...",2
1b8a4860-156f-4d06-8393-85c4088db2d9,Elements - Part 2,3.4.4,ba-planning,9,"Business Analysis Information Organization, Business Analysis Information Storage and Access, Identifying Requirement Risks, Level of Abstraction in Business Analysis, Requirement Status Identification, Requirements Attributes Definition, Requirements Reuse Planning, Traceability Approach Planning, Understanding Requirement Complexity",",

- business processes, or

- requirements describing products the enterprise produces.

Plan Busin...",2
1b8a4860-156f-4d06-8393-85c4088db2d9,Elements - Part 3,3.4.4,ba-planning,9,"Business Analysis Information Organization, Business Analysis Information Storage and Access, Identifying Requirement Risks, Level of Abstraction in Business Analysis, Requirement Status Identification, Requirements Attributes Definition, Requirements Reuse Planning, Traceability Approach Planning, Understanding Requirement Complexity", or group that needs the requirement or will be the business owner after the solution is implemented...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Guidelines and Tools,3.4.5,ba-planning,2,"Information Management Tools, Legal and Regulatory Information Management",- **Business Analysis Performance Assessment** : provides results of previous assessments that shoul...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Techniques,3.4.6,ba-planning,8,"Brainstorming for Information Management Needs, Conducting Interviews for Information Management, Designing Surveys for Stakeholder Input, Facilitating Workshops for Information Management Needs, Item Tracking in Information Management, Mind Mapping for Information Categorization, Process Modelling for Information Management, Utilizing Lessons Learned",- **Brainstorming** : used to help stakeholders uncover their business analysis information manageme...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Stakeholders,3.4.7,ba-planning,1,Sponsor's Role in Business Analysis,"- **Domain Subject Matter Expert** : may need to access and work with business analysis information,...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Outputs,3.4.8,ba-planning,2,"Access Protocols for Business Analysis Information, Storage Methods for Business Analysis Information",- **Information Management Approach** : includes the defined approach for how business analysis info...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Purpose,3.5.1,ba-planning,2,"Identifying Improvement Opportunities, Process Improvement Planning",The purpose of Identify Business Analysis Performance Improvements is to assess business analysis wo...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Description,3.5.2,ba-planning,8,"Continuous Performance Monitoring, Corrective Action Implementation, Developmental Action Planning, Guideline Formation from Analysis, Performance Analysis Execution, Performance Measure Establishment, Performance Reporting, Preventive Action Identification","To monitor and improve performance, it is necessary to establish the performance measures, conduct t...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Inputs,3.5.3,ba-planning,3,"Business Analysis Performance Improvements Identification, External Performance Objectives, Guidelines and Tools for Business Analysis","- **Business Analysis Approach** : identifies business analysis deliverables that will be produced, ...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Elements - Part 1,3.5.4,ba-planning,9,"Accuracy and Completeness Assessment, Assessment Measures Identification, Corrective Actions for Business Analysis, Impact of Performance Metrics, Performance Analysis Reporting, Preventive Actions in Business Analysis, Quantitative vs Qualitative Measures, Stakeholder Perspective in Performance Analysis, Timeliness Evaluation","## **.1 Performance Analysis**

What constitutes effective business analysis work depends on the con...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Elements - Part 2,3.5.4,ba-planning,9,"Accuracy and Completeness Assessment, Assessment Measures Identification, Corrective Actions for Business Analysis, Impact of Performance Metrics, Performance Analysis Reporting, Preventive Actions in Business Analysis, Quantitative vs Qualitative Measures, Stakeholder Perspective in Performance Analysis, Timeliness Evaluation","** : look at whether business objectives were met, problems were solved, and improvements were achie...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Guidelines and Tools,3.5.5,ba-planning,3,"Mandated Expectations for Business Analysis, Organizational Performance Standards, Performance Metrics in Business Analysis",- **Organizational Performance Standards** : may include performance metrics or expectations for bus...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Techniques,3.5.6,ba-planning,8,"Interviewing for Performance Assessment, Lessons Learned Documentation, Observation Techniques, Process Analysis Methodology, Process Modelling Techniques, Review Process for Deliverables, Root Cause Analysis Techniques, Workshop Facilitation for Performance Assessment","- **Brainstorming** : used to generate ideas for improvement opportunities.

- **Interviews** : used...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Stakeholders,3.5.7,ba-planning,6,"Business Analysis Performance Reporting, Consultation for Change Impact, Domain Subject Matter Expert Involvement, Manager of Business Analysts Role, Project Manager Accountability, Sponsor Reporting Requirements",- **Domain Subject Matter Experts** : should be informed about the business analysis activities in o...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Outputs - Part 1,3.5.8,ba-planning,6,"Communication of Business Analysis Information, Confirming Elicitation Results, Context Identification in Elicitation, Iterative Elicitation Process, Stakeholder Collaboration Management, Value Assessment in Elicitation",- **Business Analysis Performance Assessment** : includes a comparison of planned versus actual perf...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Outputs - Part 2,3.5.8,ba-planning,6,"Communication of Business Analysis Information, Confirming Elicitation Results, Context Identification in Elicitation, Iterative Elicitation Process, Stakeholder Collaboration Management, Value Assessment in Elicitation", nature of the activities they are going to perform. It also sets a shared set of expectations regar...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Outputs - Part 3,3.5.8,ba-planning,6,"Communication of Business Analysis Information, Confirming Elicitation Results, Context Identification in Elicitation, Iterative Elicitation Process, Stakeholder Collaboration Management, Value Assessment in Elicitation", following table describes the usage and application of each of the core concepts within the context...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Outputs - Part 4,3.5.8,ba-planning,6,"Communication of Business Analysis Information, Confirming Elicitation Results, Context Identification in Elicitation, Iterative Elicitation Process, Stakeholder Collaboration Management, Value Assessment in Elicitation","identify business analysis information<br>about the context that may affect the<br>change.||

Prepar...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Prepare for Elicitation,4.1.1,elicitation,3,"Elicitation Technique Selection, Resource Procurement for Elicitation, Supporting Materials Planning","## **Purpose**

The purpose of Prepare for Elicitation is to understand the scope of the elicitation...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Description,4.1.2,elicitation,5,"Collaboration Circumstances Understanding, Elicitation Logistics Establishment, Elicitation Outcome Definition, Supporting Materials Identification, Work Product Determination","Business analysts prepare for elicitation by defining the desired outcomes of the activity, consider...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Inputs,4.1.3,elicitation,2,"Elicitation Event Preparation, Needs Identification",- **Needs** : guides the preparation in terms of the scope and purpose of elicitation activities. El...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Elements - Part 1,4.1.4,elicitation,6,"Assessing Elicitation Outputs, Logistics Planning for Elicitation, Preparing Stakeholders for Elicitation, Securing Supporting Materials, Selecting Elicitation Techniques, Understanding Elicitation Scope","## **.1 Understand the Scope of Elicitation**

To determine the type of business analysis informatio...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Elements - Part 2,4.1.4,elicitation,6,"Assessing Elicitation Outputs, Logistics Planning for Elicitation, Preparing Stakeholders for Elicitation, Securing Supporting Materials, Selecting Elicitation Techniques, Understanding Elicitation Scope",", rooms, and tools,

- locations,

- communication channels,

- techniques, and

- languages used by...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Guidelines and Tools,4.1.5,elicitation,2,"Business Objectives, Potential Value",- **Business Analysis Approach** : sets the general strategy to be used to guide the business analys...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Techniques,4.1.6,elicitation,5,"Brainstorming Technique, Data Mining Purpose, Document Analysis Method, Estimation in Elicitation, Mind Mapping Technique",- **Brainstorming** : used to collaboratively identify and reach consensus about which sources of bu...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Stakeholders,4.1.7,elicitation,3,"Domain Subject Matter Expert Role, Project Manager Responsibilities in Elicitation, Sponsor Authority in Elicitation Events",- **Domain Subject Matter Expert** : provides supporting materials as well as guidance about which o...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Outputs,4.1.8,elicitation,3,"Elicitation Activity Plan Components, Scope Definition in Elicitation, Supporting Materials for Elicitation","- **Elicitation Activity Plan** : used for each elicitation activity. It includes logistics, scope o...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Purpose,4.2.1,elicitation,3,"Conduct Elicitation, Exploration Techniques, Information Identification","The purpose of Conduct Elicitation is to draw out, explore, and identify information relevant to the...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Description,4.2.2,elicitation,5,"Collaborative Elicitation, Elicitation Techniques, Experimental Elicitation, Feedback on Elicitation Materials, Research Elicitation","There are three common types of elicitation:

- **Collaborative** : involves direct interaction with...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Inputs,4.2.3,elicitation,3,"Background Information Sources, Logistics of Elicitation Activities, Purpose of Elicitation Activity Plan","- **Elicitation Activity Plan** : includes the planned elicitation activities and techniques, activi...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Elements,4.2.4,elicitation,6,"Capturing Elicitation Outcomes, Information Usage in Elicitation, Integration of Elicitation Output, Output Forms in Elicitation, Scope of Change in Elicitation, Sufficient Elicitation Determination","## **.1 Guide Elicitation Activity**

Understanding the proposed representations of business analysi...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Guidelines and Tools,4.2.5,elicitation,2,"Existing Business Analysis Information, Supporting Materials","- **Business Analysis Approach** : influences how each elicitation activity is performed, as it iden...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Techniques - Part 1,4.2.6,elicitation,2,"Benchmarking and Market Analysis, Concept Modelling",- **Benchmarking and Market Analysis** : used as a source of business analysis information by compar...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Techniques - Part 2,4.2.6,elicitation,2,"Benchmarking and Market Analysis, Concept Modelling"," or designs.

- **Survey or Questionnaire** : used to elicit business analysis information, includin...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Stakeholders,4.2.7,elicitation,4,"Customer Role in Elicitation, Domain Subject Matter Expert's Contribution, End User Participation, Stakeholder Knowledge in Elicitation","- **Customer** : will provide valuable business analysis information during elicitation.

- **Domain...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Outputs,4.2.8,elicitation,1,Elicitation Activity Types,- **Elicitation Results (unconfirmed)** : captured information in a format that is specific to the e...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Purpose,4.3.1,elicitation,3,"Accuracy in Elicitation, Consistency in Elicitation, Elicitation Session Review",The purpose of Confirm Elicitation Results is to check the information gathered during an elicitatio...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Description,4.3.2,elicitation,4,"Additional Elicitation for Inconsistent Results, Consistency Check of Elicitation Results, Elicitation Result Confirmation, Informal Review of Elicitation Results",Elicited information is confirmed to identify any problems and resolve them before resources are com...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Inputs,4.3.3,elicitation,2,"Elicitation Results Definition, Output of Confirmed Elicitation Results",- **Elicitation Results (unconfirmed)** : capture information in a format specific to the elicitatio...,1
